,text,date
325,"Минцифры начало искать специалистов для работы «цифровыми атташе». 

Их основная задача — выводить продукты российских IT-компаний на зарубежные рынки. 

Они начнут работать в 16 странах, в том числе в Германии, Сингапуре и Южной Корее, уже в 2022 году.",2022-02-07 11:44:02
326,"ЦИФРЫ НЕДЕЛИ

30% налог на доход от криптовалют и NFT введут в Индии

За $3,6 млрд Sony купит разработчика игр Bungie

80% сотрудников считают, что эффективно работают и без надзора менеджеров

В $5 млрд может быть оценен создатель изображений NFT-обезьян Bored Ape",2022-02-07 10:05:27
327,"В субботу белорусские iOS-разработчики начали массово получать уведомления о деактивации аккаунтов  AppStore connect (личный кабинет разработчика Apple). Компания объяснила эти меры санкциями, однако в воскресенье учетные записи разработчиков были разблокированы, компания признала ошибку и принесла официальные извинения.",2022-02-06 23:03:06
328,"Wildberries хочет снизить комиссию для продавцов, которые быстро привозят товары со своих складов. 

Она будет уменьшатся на 0,1% за каждый сэкономленный час, который пройдет с момента заказа товара на маркетплейсе до его поступления в логистический центр.",2022-02-06 00:32:13
329,"Кто из нас не тратил уйму времени в интернете, хотя заходил, только чтобы посмотреть одно смешное видео с собакой? Все мы там были. Почему так происходит из раза в раз? Слабая воля? Или во всем виноваты злые гении, разработавшие алгоритмы социальных сетей? Ученые опросили более 6 тыс. пользователей соцсетей и выяснили, что заставляет людей бездумно листать ленты и как остановиться.",2022-02-05 15:40:04
330,"Возможность покупки производителя домашних велотренажеров и беговых дорожек Peloton рассматривают сразу несколько компаний — Amazon, Nike и даже Apple. Но пока это все только обсуждения. Рыночная капитализация Peloton рухнула до $8 млрд с почти $52 млрд в начале 2022 года.",2022-02-05 14:08:23
331,"Соучредитель Reddit Алексис Оганян убежден, что падение акций Meta на 26% — это закономерность. 

Он считает, что всему виной новая политика конфиденциальности Apple, из-за которой «умные» маркетологи уходят с площадки.",2022-02-05 11:53:07
332,"В следующем году в Детройте заработает участок дороги, который будет заряжать электромобили со специальным приемником. 

Работает это так: электромагнитные волны передают энергию от металлических катушек, закопанных под землей, к приемнику в нижней части электромобиля. Правда, этот волшебный приемник будет стоить от $3 тыс. до $4 тыс.",2022-02-04 21:02:57
333,"Самый дорогой стартап Европы Klarna создал в своем приложении специальный раздел с одеждой экологичных брендов. 

Этот шаг — результат сотрудничества с компанией Good on You, которая составляет этические рейтинги модных брендов, основываясь на их политике в отношении работников, животных и планеты.",2022-02-04 19:49:18
334,"Apple будет обязана разрешить пользователям скачивать приложения не только из App Store. 

Такой законопроект приняли в США для ограничения монополии технологических гигантов. Это позволит разработчикам приложений избегать комиссии в 30%. Apple, разумеется, выступает против, и говорит, что это скажется на безопасности пользователей.",2022-02-04 17:19:18
335,"Если вы думали, что Tesla производит только электромобили, вы многое пропустили. 

Вот, например, компания Илона Маска выпустила в Китае микрофоны для караоке в автомобиле. Их раскупили за час и сейчас продают в интернете в несколько раз дороже.",2022-02-04 14:25:20
336,"Amazon впервые раскрыла выручку от своего рекламного бизнеса. 

Она составляет более $31 млрд, что в 2 раза больше, чем у Microsoft, Snap и Pinterest вместе взятых.",2022-02-04 13:13:33
337,"ФИФА разработала технологию «роботизированного рефери», которая будет следить за положением футболистов на поле и определять был ли мяч в положении вне игры или нет. 

Первым клубом, который ее опробует, станет Chelsea Романа Абрамовича.",2022-02-04 10:58:43
338,"Создатель одной из самых дорогих в мире коллекций NFT — стартап Yuga Labs ведет переговоры с ведущим венчурным фондом Кремниевой долины об инвестиционном раунде. 

В итоге компания, основанная в феврале прошлого года, может быть оценена в сумму до $5 млрд.",2022-02-03 23:07:28
339,"ЦБ выбрал Atomyze первым оператором для выпуска цифровых токенов России. 

В конкурсе, который начался в январе прошлого года, участвовали такие компании, как ВТБ, «Сбер» и другие, однако им пока что не удалось получилось разрешение регулятора.",2022-02-03 20:15:00
340,"Facebook впервые в истории сообщил о падении числа ежедневных пользователей. 

На фоне этой новости и публикации финансовых показателей акции компании упали почти на четверть. Это отразилось и на акциях других IT-компаний, таких как Twitter, Snap и Pinterest.",2022-02-03 17:44:52
341,"Из-за огромной яхты Джеффа Безоса в Нидерландах разберут мост, построенный в 1878 году. 

Он заказал строительство трехмачтовой суперяхты Y721 длиной 417 футов на одной голландской верфи, однако потом выяснилось, что она слишком высокая и не может пройти под мостом. Местные жители недовольны этим решением, но правительство говорит, что для города это экономически «очень важный проект».",2022-02-03 15:09:10
342,"Рубль снова опустился на последнее место в индексе бигмака — валюта недооценена на 70%. 

Чтобы уравнять цену бургера в России и США, доллар должен стоить 23,24 руб.",2022-02-03 13:50:26
