,text,date
107,"Убыток Coca-Cola из-за прекращения деятельности в России составил $195,4 млн. Во втором полугодии компания ожидает еще $82 млн расходов. При этом локальные бренды производителя, такие как Rich, «Добрый» и «Моя семья», остаются прибыльными и никак не взаимодействуют с американской Coca-Cola.",2022-08-12 19:02:47
108,Вторая криптовалюта мира наращивает присутствие на рынке. Благодаря успешному тесту нового блокчейна котировки Ethereum выросли до максимума за последние два месяца. Новая версия блокчейна быстрее и экономичнее предыдущей. Эксперты уже назвали это одним из главных событий в криптомире.,2022-08-12 14:02:31
109,"«Яндекс» начал осуществлять план по переводу некоторых сервисов за границу. Начали с беспилотников: компания уже переносит процессы с внутренних платформ на зарубежные сервисы. Однако в «Яндексе» обещают, что исходный код проекта останется в России. Речь идет о технологиях беспилотного такси и роботов-доставщиков.",2022-08-12 09:46:55
110,"Следующее обновление Telegram должно «произвести революцию в том, как люди выражают свои мысли при обмене сообщениями», заявил Павел Дуров. Однако беда в том, что Apple задерживает выход обновления без объяснения причин. Процесс рассмотрения длится уже две недели.",2022-08-11 17:46:19
111,"Samsung представила новые модели складных смартфонов Galaxy Z Flip 4 и Galaxy Z Fold 4. Устройства уже доступны для предзаказа, правда, не для россиян. В марте Samsung приостановила поставки в страну. Компания рассчитывает, что продажи складных телефонов в 2022 году превысят показатели флагманского Galaxy Note. В 2021 году Samsung продала 10 млн Flip и Fold.",2022-08-11 10:13:36
112,"SoftBank решил создать денежный резерв на случай дальнейшего спада на рынке. Для этого он продаст 9,1% доли в Alibaba. Стоимость акций оценивается в $34,1 млрд. CEO SoftBank Масаеси Сон считает, что это «укрепит защиту [компании] в суровых рыночных условиях».",2022-08-10 17:26:44
113,Владелец «Вымпелкома» заявил о риске замедления или полной остановки развития сотовой связи в России. Западные санкции не позволяют компании поставлять нужное оборудование в страну.,2022-08-09 09:41:38
114,"Суточная аудитория Facebook и Instagram (принадлежат Meta, признанной экстремистской в РФ) снизилась в восемь и четыре раза соответственно после начала «военной спецоперации». В начале марта Роскомнадзор заблокировал соцсети. Больше всего от этого выиграл Telegram. Аудитория мессенджера за период с января по июль выросла на 66%.",2022-08-08 15:43:38
115,"Toyota решила выкупить у владельцев отозванный электрокар bZ4X. Компания обнаружила серьезный дефект, из-за которого во время движения могут отвалиться колеса. Toyota объявила об отзыве 2,7 тыс. автомобилей и предложила клиентам ряд бонусов: единовременную выплату в $5 тыс., расширенную гарантию и бесплатную зарядку на станциях EVgo до конца 2024 года. Если клиентов условия не устроят, электрокар выкупят минимум за $42 тыс.",2022-08-08 10:41:40
116,"Instagram (принадлежит Meta, признанной экстремистской в РФ) не собирается отказываться от подражания TikTok. Сервис в течение двух недель начнет тестировать новый формат для фотографий — 9:16.",2022-08-06 19:28:05
117,"Amazon сделал серьезную ставку на рынок потребительской робототехники. Ретейлер купил производителя «умных» пылесосов iRobot за $1,7 млрд. Компания была основана в 1990 году робототехниками из Массачусетского технологического института. В прошлом году Amazon представила своего первого домашнего робота Astro.",2022-08-06 10:23:06
118,"Крупнейшая в мире инвесткомпания BlackRock закроет свой фонд российских бумаг. Сейчас его активы под санкциями или заморожены, поэтому процесс ликвидации продлится вплоть до конца 2023 года. BlackRock рассчитывает, что это позволит выручить деньги, чтобы расплатиться с акционерами.",2022-08-05 18:01:06
119,"«Яндекс», VK и Ozon получат льготный кредит на 130 млрд руб. Это позволит избежать дефолта важных для российской экономики компаний, объясняют аналитики. После начала «спецоперации» торги на иностранных биржах акциями российских компаний были приостановлены, что дало право держателям еврооблигаций требовать выкупа активов. Раньше компаниям было платить нечем, теперь для этого есть кредитные средства. Однако эксперты предупреждают, что оплатить долги рублями не получится.",2022-08-04 15:05:28
120,"Билборды «Мегафон» со слоганом «Переходи на оператора № 1» вызывали вопросы у МТС. Компания обвинила конкурента в нарушении закона «О рекламе» и подала жалобу в ФАС. Если регулятор примет сторону МТС, «Мегафону» грозит штраф до 500 тыс. руб. Однако эксперты считают, что это меньшее из зол.",2022-08-03 17:27:12
121,"Сервис Flightradar24, который позволяет в режиме реального времени отслеживать перемещения всех самолетов в мире, не выдержал наплыва посетителей. Желающих следить за самолетом, на котором предположительно летит Нэнси Пелоси, спикер палаты представителей США, оказалось слишком много.",2022-08-03 11:16:07
122,"Дружба детей из разных социальных классов может повлиять на их финансовое благополучие в будущем сильнее, чем даже образование и доступ к работе. Дети из семей с низким доходом зарабатывали во взрослом возрасте на 8,2% больше, если половина их друзей детства была из богатых семей.",2022-08-02 16:59:24
123,"Чаи Lipton, Saito и Brooke Bond пропадут с полок российских магазинов до конца года. Владелец брендов Ekaterra покинет Россию и остановит производство на заводе в Санкт-Петербурге. В компании заявили, что текущая ситуация не позволяет развивать бизнес в стране.",2022-08-02 10:14:49
124,"ЦБ продлил ограничение на снятие наличной валюты. Оно будет действовать до 9 марта 2023 года. Лимит останется прежним — $10 тыс. или эквивалент суммы в евро. Снять можно только те средства, которые поступили на счет или вклад до 9 марта 2022 года.",2022-08-01 21:01:22
125,"«Яндекс» создал двух промышленных роботов, которые будут работать на складах и в дарксторах компании. Стоимость проектов не раскрывается, однако, по оценке «Яндекса», на окупаемость одного робота потребуется до двух лет. Компания предложит разработку и сторонним клиентам, в том числе за рубежом.",2022-08-01 11:16:42
126,"Facebook (принадлежит Meta, признанной экстремистской в РФ) могут заблокировать в Кении. Правительство обратило внимание, что соцсеть плохо модерирует сообщения, разжигающие ненависть.",2022-07-31 16:47:53
127,"Рэпер Тимати сообщил, что российские активы сети кофеен Starbucks перешли под его с ресторатором Антоном Пинским контроль. Исполнитель анонсировал открытие под новым названием в августе и попросил подписчиков помочь с заменой старого логотипа с русалкой.",2022-07-31 10:47:53
128,"Instagram (принадлежит Meta, признанной экстремистской в РФ) решил разобраться, как пользователи разных рас и этнических групп пользуются платформой. Социальная сеть проведет опрос среди жителей США, а оценкой данных займутся четыре исследовательских учреждения. Instagram заверяет, что ответы никак не повлияют на охваты и пользовательский опыт.",2022-07-30 21:02:14
129,"Instagram (принадлежит Meta, признанной экстремистской в РФ) не смог проигнорировать массовую критику пользователей, возмущенных новой лентой. Соцсеть сделала упор на Reels и добавила рекомендации от тех, на кого пользователь не подписан. Теперь Instagram возвращает старый дизайн и изучает новые варианты обновлений.",2022-07-30 10:21:56
130,"Kraft Heinz ищет покупателей на два завода в России и локальные бренды «Умница» и «Сами с усами». При этом Kraft Heinz не планирует продавать местное предприятие по производству кетчупов, соусов и консервированных продуктов, поскольку на него приходится основной доход американской компании в стране. Производитель информацию о продаже части российского бизнеса назвали «рыночными слухами».",2022-07-29 20:02:41
131,"Meta (признана экстремистской в РФ) раскрыла убытки подразделения Reality Labs, которое занимается проектами виртуальной и дополненной реальности. Во II квартале компания потратила на RL $2,81 млрд. При этом выручка составила $452 млн, а в следующем квартале, как ожидается, будет еще ниже. Но Цукерберг не унывает: он уверен, что метавселенная будет приносить триллионы долларов, а сейчас время «закладывать основу для очень успешных 2030-х годов». Правда, сотрудники говорят, что у Цукерберга нет последовательной стратегии для реализации проекта.",2022-07-29 09:47:41
132,"Минфин объяснил, зачем хочет собирать с сотрудников на удаленке за границей 30% НДФЛ. Сейчас доходы сотрудников российских компаний, которые живут за рубежом, не облагаются налогом. «Это искусственно делает работу в России на российские компании — как в офисе, так и удаленно — менее привлекательной по сравнению с такой же работой, но дистанционно за пределами страны», — заявил Минфин.",2022-07-28 16:49:43
133,"Американский технологический гигант Microsoft опубликовал отчет за II квартал 2022 года. Выручка компании выросла на 12% год к году, до $51,8 млрд, а расходы на прекращение операций в России составили $126 млн.",2022-07-28 10:12:01
134,"Американская компания McCormick & Co, производящая специи под брендом Kamis, может покинуть российский рынок. Источники сообщили, что четверть товаров у дистрибьютора недоступна и сейчас распродаются остатки. McCormick & Co решила заранее оценить уход с российского рынка — $10 млн.",2022-07-27 14:27:42
135,"X5 запускает пилотный проект фудшеринга в «Пятерочке». Сотрудники магазинов будут собирать хлебобулочные изделия с истекающим сроком годности, а волонтеры распределят их между подопечными благотворительных фондов.",2022-07-27 10:16:19
136,"Американская сеть ресторанов быстрого питания McDonald's подвела итоги II квартала 2022 года. Чистая прибыль компании снизилась почти в два раза, а уход с российского рынка обошелся в $1,2 млрд.",2022-07-26 21:25:49
137,"«Яндекс» возобновил наем сотрудников, который был приостановлен в конце февраля. Тогда компания объяснила сотрудникам свое решение так: «многим сейчас эмоционально тяжело и, в частности, хотелось бы быть больше с семьей». Теперь «Яндекс» публикует тысячи вакансий, на которые ищет сотрудников в России и за границей.",2022-07-26 16:11:52
138,"Илон Маск прокомментировал слухи о романе с Николь Шанахан, женой сооснователя Google Сергея Брина. CEO Tesla написал в Twitter, что это полная чушь и никаких отношений с Шанахан у него не было. Он также заявил, что с Сергеем они по-прежнему друзья и недавно были на одной вечеринке.",2022-07-26 11:42:02
139,"Вместо Coca-Cola и Pepsi — Cool Cola, Fancy и Street. Напитки под российскими брендами, пришедшими на замену оригинальных марок, к лету заняли 5% рынка. Их можно найти в трети магазинов крупнейших розничных сетей. При этом общие продажи безалкогольных напитков в рознице упали на 5,5%.",2022-07-25 16:52:54
140,"Американские кинокомпании ищут способы вернуться на российский рынок. В Ассоциации владельцев кинотеатров заявили, что Disney, Paramount, Sony и Warner Bros. рассматривают вариант с параллельным импортом.",2022-07-25 09:58:19
141,"На компанию T-Mobile подали в суд после слива персональных данных в 2021 году. Как заявляет оператор сотовой связи, скомпрометированы были менее 1 млн учетных записей. Однако независимые эксперты называют куда большую цифру пострадавших — 100 млн человек. Оператор пообещал не только выплатить компенсацию, но и потратить $150 млн на улучшение системы безопасности.",2022-07-24 17:47:39
142,"Соцсеть Facebook (принадлежит Meta, признанной экстремистской в РФ) решила позаимствовать у TikTok формат ленты. Теперь в социальной сети их будет две —  Feeds и Home. В первой пользователю предложат обновления от друзей и подписок, а вторая станет рекомендательной. Алгоритм будет учитывать интересы человека и предлагать ему персонализированный контент. Обновления начнут работать в течение недели в мобильных приложениях. На обновление десктопной версии потребуется несколько недель.",2022-07-24 10:09:15
143,"Инженера Google Блейка Лемойна, который обнаружил у ИИ сознание, уволили из компании. Лемойн работал с нейросетью LaMDA, которая создает чат-боты. В середине июня он заявил, что ИИ начал рассуждать о своих правах, что является признаком восприятия себя как личности. Инженер составил для руководства Google подробный отчет, после чего его отправили в оплачиваемый отпуск.",2022-07-23 15:03:40
144,"Российский союз промышленников и предпринимателей сомневается, что сниженная ЦБ ставка повлияет на доступность кредитов для бизнеса. Эксперты считают, что для этого нужно сократить регуляторную нагрузку на банки и скорректировать требования к нормативам и резервам.",2022-07-23 10:58:52
145,"Twitter потеряла $33 млн из-за сорванной Илоном Маском сделки. Компания заявила, что заработала бы больше денег за последние несколько месяцев, если бы не генеральный директор Tesla. Несмотря на падение выручки и проблемы с рекламой, количество пользователей Twitter неустанно растет. За год оно увеличилось почти на 17%, до 237 млн. Может, это как-то связано с Маском?",2022-07-22 19:09:27
146,"Несмотря на проблемы с ввозом в страну новых смартфонов, российский магазин приложений RuStore может стать обязательным для предустановки на устройства. С таким предложением выступило Минцифры. RuStore придет на смену выпущенной в 2021 году ведомством Applist, которая представляла собой список программ со ссылками на Google Play.",2022-07-22 15:14:10
147,"Mango возобновит работу в России. Турецкая Fiba Holding планирует открыть магазины испанского бренда на месте закрытых Marks & Spencer. По условиям сделки партнеры Mango смогут продолжать закупать товары ретейлера, но возьмут на себя все вопросы, связанные с логистикой.",2022-07-22 10:35:32
148,"Компании Beam Suntory и Edrington продадут совместное предприятие в России местному руководству. Beam Suntory приостановила поставки в страну еще в начале марта. СП Maxxium Russia выпускает бурбон Jim Beam, виски Macallan и The Famous Grouse, а также текилу Sauza.",2022-07-21 20:13:45
149,"В московском «Авиапарке» открылся магазин Levi’s под новым брендом JNS. Компания выкупила этот магазин и планирует купить еще другие торговые точки, но при этом не собирается становиться оператором одного бренда. Официальных заявлений ни от одной из сторон не последовало после открытия магазина в «Авиапарке».",2022-07-21 14:53:08
150,"Apple согласилась урегулировать иск клиентов из-за неисправных клавиатур на старых MacBook. Представленный с помпой в 2015 году механизм-«бабочка» постоянно заедал. Клиенты неоднократно обращались в сервисные центры, но детали менялись на точно такие же. Теперь Apple выплатит $50 млн, из которых $15 млн могут получить юристы, представлявшие интересы пострадавших.",2022-07-21 10:19:50
151,"Авторы рейтинга World's 50 Best Restaurants назвали лучшие рестораны 2022 года. Первое место занял датский Geranium, за ним следуют перуанский Central и испанский Disfrutar. Geranium специализируется на сезонных скандинавских продуктах. Central переосмысляет традиционную перуанскую кухню. А Disfrutar предлагает авангардные средиземноморские блюда. Российские рестораны в рейтинг этого года не попали, однако голоса местных экспертов были учтены.",2022-07-20 18:50:20
152,"Акции Netflix подскочили после того, как компания заявила, что потеряла меньше подписчиков, чем ожидалось. Ранее Netflix прогнозировала, что может потерять до 2 млн платных пользователей. В следующем квартале Netflix планирует добавить 1 млн подписчиков. Правда, аналитики ожидали, что целью видеосервиса станет 1,8 млн.",2022-07-20 14:01:06
153,"По данным ВОЗ, более 1 млрд человек в мире страдают от проблем со зрением из-за отсутствия профилактики и лечения. Снизить этот показатель хочет стартап ForSight Robotics, привлекший $55 млн. Компания разрабатывает офтальмологического робота, который сможет выполнять операции без участия хирурга.",2022-07-20 09:32:47
154,"Все больше американских технологических компаний объявляют о сокращениях из-за опасений рецессии. Не обошли проблемы стороной и Applе. Компания планирует в 2023 году снизить темпы найма и расходы для некоторых команд, чтобы справиться с возможным экономическим спадом. При этом Applе не собирается отказываться от агрессивного графика запусков. В следующем году мы увидим гарнитуру смешанной реальности от производителя iPhone.",2022-07-19 15:43:14
155,"В России может измениться определение малого и среднего предпринимательства. Такую инициативу предложил Банк России. По мнению регулятора, из реестра МСП нужно исключить компании, у которых активы и кредитная нагрузка превышают 8 млрд руб.",2022-07-19 11:03:56
156,"В автомобили Tesla интегрируют самый популярный в мире цифровой магазин видеоигр Steam, сообщил CEO компании Илон Маск в Twitter. Демоверсию могут представить в следующем месяце.
У Tesla есть собственная игровая библиотека Tesla Arcade, в которой доступно около 20 игр, в том числе культовые выпуски 1980-90-х годов — Stardew Valley и Sonic the Hedgehog.
Илон Маск уже не в первый раз объявляет об интеграции более современных игр в платформу. В июне 2021 года CEO Tesla показал, как играет в машине в Cyberpunk 2077, однако пока в библиотеке нет игр, требующих серьезных графических мощностей.
Tesla может расширить подборку за счет интеграции Steam. Цифровой магазин — самый крупный в мире канал распространения компьютерных игр. По данным ArsTechnica, доля платформы на рынке составляет 75%, а оборот — $30 млрд.
В феврале Маск заявил, что долгосрочная цель Tesla — полноценная интеграция сервиса, а не встраивание отдельных игр.",2022-07-18 20:49:55
157,"Шведский ретейлер H&M, работавший в России с 2009 года, уходит из страны. Компания оценила текущую ситуацию и посчитала, что продолжать бизнес невозможно. Ликвидация обойдется H&M в $190 млн. Сеть проведет распродажу остатков в физических магазинах, но даты пока не анонсированы.",2022-07-18 14:27:49
158,"Антироссийские санкции негативно сказались на американском Boeing. Авиапроизводитель пересмотрел прогноз до 2041 года, снизив ожидаемый спрос на новые самолеты.",2022-07-18 09:39:12
159,"Американские ученые протестировали популярную нейронную сеть CLIP и обнаружили, что она гендерно и расово предубеждена. Модель обучается на данных из интернета и на 10% чаще классифицирует чернокожих мужчин как «преступников».",2022-07-17 14:53:42
160,"Производитель PlayStation Sony приобрел разработчика видеоигр Bungie за $3,7 млрд. Несмотря на слияние, компания продолжит работать независимо, а выпускаемые продукты не будут эксклюзивами для приставок. Sony рассчитывает, что Bungie поможет компании развивать игры с онлайн-сервисами.",2022-07-17 09:29:19
161,"«ВкусВилл» начал доставлять еду к поезду. Пассажиры могут заказать наборы продуктов, собранные сервисом кейтеринга ретейлера. Больше не придется тратить состояние на суп в вагоне-ресторане или брать курицу в фольге из дома. И даже о дошираке можно забыть.",2022-07-16 14:52:29
162,"Россияне в июне купили водки почти на 11% больше, чем год назад. Однако продажи растут во всех категориях алкоголя. Опережают всех слабоалкогольные напитки — их продажи с начала года выросли почти в 1,8 раза.",2022-07-16 09:34:10
163,"На что только ни пойдешь, чтобы увеличить аудиторию. Вот Facebook (принадлежит Meta, признанной экстремистской в РФ) разрешил пользователям создавать до пяти профилей. Каждой грани вашей личности — по отдельной странице в соцсети. Как минимум для двух профилей применение найдется: в одном можно общаться с друзьями, в другом — по работе.",2022-07-15 15:04:25
164,"Британский стартап по производству электрических автобусов Arrival может уволить до 30% сотрудников по всему миру. Это 800 человек. Массовые сокращения в компании назвали ответом на «сложную экономическую ситуацию». В мае Arrival, основанная экс-главой Yota и бывшим замминистра связи Денисом Свердловым, объявила о прекращении работы в России.",2022-07-15 09:48:28
165,"Российские ученые создали гибридный материал, который можно использовать для наложения послеоперационных швов. В его составе — паутина и углеродные точки, особый наноматериал. Получившиеся нити могут светиться, сигнализируя о развивающейся бактериальной инфекции.",2022-07-14 15:03:49
166,"Доля государства в «Аэрофлоте» выросла с 57,34 до 73,77%. Минфин и Росимущество подали совместную заявку на приобретение акций авиакомпании на 52,5 млрд руб. Средства от государства помогут «Аэрофлоту» «полностью покрыть потребность группы в рамках реструктуризации задолженности по аккредитивам», сказали в компании.",2022-07-14 13:04:19
167,"Match Group, владеющая Tinder, добавила функцию проверки биографии еще в два своих приложения для знакомств — в Match и Stir. После того как пользователи договорились о встрече, в приложении всплывает окно с предложением узнать о человеке больше информации. Например, можно выяснить, если ли у потенциального партнера судимость и включен ли он в реестр сексуальных преступников. На всякий случай.",2022-07-13 16:57:44
168,"IKEA мужественно продолжает финальную распродажу в России, несмотря на все трудности. Шведская компания создала онлайн-очередь для покупателей. После того как пользователь заходит на сайт IKEA, он сразу попадает в автоматическую очередь. Ранее компания предлагала оформлять заказы через форму заявок, но почти сразу закрыла ее.",2022-07-13 12:59:25
169,"Рекламная группа «Мэрилин» перешла под полный контроль финтех-компании «Точка», ее внедрят в одноименную экосистему. Компания рассчитывает получить 20% рынка интернет-рекламы для малого и среднего бизнеса.",2022-07-12 16:30:48
170,"Британская косметическая сеть Lush решила закрыть магазины в России. Об этом «Коммерсанту» рассказали три консультанта рынка торговой недвижимости. Владелец сети на время сохранит интернет-магазин, через который будут распроданы складские запасы, уточнил один из собеседников.
Косметическая сеть Lush закроет магазины в России, сообщает «Коммерсант» со ссылкой на источники. По словам источника, близкого к российской компании, собственники сети не смогли наладить поставки в страну. В марте британский офис остановил работу с российским партнером: последняя купленная партия так и не была ввезена в страну и осталась в Риге.
Схема с параллельным импортом в случае с Lush не может быть использована, поскольку компания ведет оптовую торговлю только с партнерами.
В России Lush заработала в 2001 году по инициативе Дмитрия Азарова. Предприниматель предложил британской компании стать партнерами. В 2021 году выручка «Лаш Раша» составила 1,6 млрд руб. прибыль — 95,5 млн руб., следует из данных СПАРК.",2022-07-12 12:11:40
171,"После того как популярные соцсети стали запрещенными в России, бизнес столкнулся с необходимостью бросить все силы на развитие оставшихся каналов коммуникации с клиентами. На первое место вышел Telegram: количество компаний с каналом или чатом там выросло на 209%, а каждая третья компания использует мессенджер для консультирования клиентов. Среди соцсетей лидирует «Вконтакте», а каналом с самой высокой скоростью обслуживания стал чат на сайте. О том, какие каналы развивают российские ретейлеры и какие площадки показывают лучшие результаты, читайте на Inc.",2022-07-11 21:10:42
172,"Twitter подаст на Илона Маска в суд уже на этой неделе. Стороны определились с юристами, которые будут представлять их интересы. Twitter наняла Wachtell, Lipton, Rosen & Katz, которая известна тем, что в ней работают лучшие в США адвокаты по сделкам слияния. Слушание пройдет в суде штата Дэлавер, которое редко одобряет расторжение подобных сделок.",2022-07-11 15:34:06
173,"Отец девяти детей Илон Маск уверен, что цивилизация столкнулась с «кризисом малонаселенности». Предприниматель решил помочь миру не только личным вкладом, но и расширением программ поддержки родителей в компаниях.",2022-07-11 11:17:32
174,Питер обогнал Москву в рейтинге самых дорогих городов для жизни. Правда показатель потребительских цен и стоимости аренды жилья оказался выше в российской столице.,2022-07-10 20:32:24
175,Американская парфюмерно-косметическая сеть Sephora подала иски против российских курьерских служб и пунктов выдачи. По искам против RedExpress и IML компания планирует взыскать более 200 млн руб. Иск против PickPoint возвратили — на счетах компании не оказалось денег для уплаты госпошлины.,2022-07-10 12:56:01
176,Американская производитель софта Oracle обсуждает увольнения тысяч сотрудников. Таким образом компания хочет сократить годовые расходы на $1 млрд. Прежде всего увольнения затронут сотрудников в США и Европе из отделов маркетинга и электронной коммерции.,2022-07-09 21:41:01
177,"Впервые с 2015 года мировой рынок видеоигр покажет падение. В пандемию игровая индустрия значительно выросла, но сейчас, из-за «военной спецоперации» России на Украине и росте цен на повседневные товары, потребление игр снижается. В 2022 году мировой рынок игр упадет на 1,2%, до $188 млрд.",2022-07-09 18:10:17
178,Эпопея о сделке Илона Маска с Twitter выходит на новый уровень. Основатель Tesla сообщил о расторжении сделки по покупке соцсети за $44 млрд. Официальной причиной названо занижение доли ботов и спам-аккаунтов. Однако в реальности причиной могло стать удешевление Twitter на 10% и Tesla на 30% с момента объявления о сделке в апреле. Twitter намерена заключить сделку и планирует обратиться в суд.,2022-07-09 12:12:26
179,"Глобальная спутниковая система Starlink от SpaceX Илона Маска не стала ограничиваться сушей и воздухом. Компания запустила сервис Starlink Maritime, ориентированный на яхты. Он обеспечит скорость интернета до 350 Мбит/с. Новой услуге пророчат популярность среди богатых клиентов и круизных лайнеров.",2022-07-08 20:23:06
180,"Все гениальное просто. «Сбер» «выковыривает» чипы из невостребованных карт и вставляет их в новые. В месяц у банка накапливается около 375 тыс. неактивированных карт, за которыми не пришли клиенты, и их переработка позволит сэкономить 1 млрд руб. в этом году.",2022-07-08 15:46:31
181,"Слово «токсичность» плотно вошло в нашу жизнь, так же как «травма», «абьюз» и другие психологические термины. Но какую рабочую культуру правильно называть токсичной? Вряд ли для этого достаточно недолюбливать начальника или парочку коллег. У психолога и профессора Уортонской бизнес-школы Адама Гранта есть целая система по оценке токсичности компании. Он считает, что компания становится токсичной тогда, когда теряет баланс между человеческими отношениями и бизнес-результатами или между соблюдением правил и готовностью рисковать.",2022-07-08 10:32:42
182,"Bloomberg рассказал о планах Apple выпустить новые Apple Watch для экстремальных видов спорта с самым большим экраном. Презентация может состояться уже в 2022 году. Увеличенный экран позволит отображать больше показателей физической активности, предполагают в агентстве. Еще у новых часов Apple будут более мощный аккумулятор и прочный металлический корпус.",2022-07-07 20:50:26
183,"По итогам первой половины 2022 года на российский рынок ритейла вышли лишь два иностранных бренда. Это моно-бутик Vilhelm Parfumerie и первый магазин китайской спортивной одежды и обуви бренда Li-Ning в Краснодаре. По данным аналитиков Knight Frank Russia, хуже было только в первом полугодии 2020-го, когда в Россию пришли шесть международных рителейров.",2022-07-07 15:52:03
184,"Starbucks нашел своего покупателя. Новый владелец взял на себя обязательство провести ребрендинг по аналогии с «Вкусно и точка». Можно начинать гадать, какое еще гениальное название ушедшей иностранной сети получат россияне.",2022-07-07 10:58:45
185,Авиакомпания Air New Zealand решила избавить пассажиров от затекшей шеи и борьбы за подлокотник — в эконом-классе установят капсулы для сна. Это будут двухъярусные кровати с вентиляционными отверстиями и охлаждающими подушками.,2022-07-06 15:33:23
186,"Итальянский банк UniCredit продаст российскую «дочку». Компания рассматривает несколько вариантов продажи, в том числе с последующим выкупом, если геополитическая ситуация стабилизируется.",2022-07-06 10:21:26
187,"Законопроект, предлагающий налоговую поддержку IT-отрасли, приняли в третьем чтении в Госдуме. Компании получат налоговый вычет по расходам, связанным с обеспечением их деятельности.",2022-07-05 20:48:45
188,"VK и «Сбер» решили продать сервис доставки еды Delivery Club. Он входит в совместное предприятие компаний «O2O». Потенциальным покупателем называют «Яндекс», который может обменять «Новости» и «Дзен» на Delivery Club.",2022-07-05 14:38:10
189,"На недогруженном заводе Volvo Group сократят персонал. Масштабы сокращения сейчас обдумываются. Компания хочет оптимизировать бизнес к новым реалиям, но уходить из России пока что не собирается.",2022-07-05 11:12:27
190,"Shopper’s сообщил со ссылкой на вице-президента по аналитике и эффективности «Сбермаркета» Дмитрия Зборовского, что сервис отказывается от новых инвестиций в быструю доставку. «Сбермаркет» опроверг Inc. эту информацию и сообщил о планах продолжить инвестировать и развивать направление доставки от 20 минут. До конца 2022 года компания планирует подключить 10 тыс. новых точек.",2022-07-04 20:29:04
191,"За год путевки в Турцию подорожали на 50%. Теперь тур на неделю на двоих в среднем обойдется в 172 тыс. руб. В 2021 году аналогичная путевка стоила 115 тыс. руб. Главной причиной роста цен стало подорожание перелетов, продолжительность которых выросла с трех до пяти часов из-за ограничений, наложенных на российские авиакомпании.",2022-07-04 16:23:23
192,"В июне 2021 года компания Klarna оценивалась $45,6 млрд. По предварительным оценкам, новые инвестиции составят от $6 млрд до $10 млрд.",2022-07-04 10:04:30
193,"Его запустили в октябре 2021 года, однако компания сразу столкнулась с давлением регуляторов. Члены Сената США заявили, что Meta (признана экстремистской в РФ) должна закрыть кошелек, поскольку компании «нельзя доверять управление криптовалютой».",2022-07-03 19:36:38
194,"Гендиректор сообщил, что у авиакомпании нет перспектив на развитие авиаперевозок в городе из-за переформатирования рынка в стране.",2022-07-03 16:11:01
195,"В компании разослали внутреннюю записку, в которой анонсировано сокращение найма и снижение бюджетов. Meta (признана экстремистской в РФ) направит все силы на монетизацию коротких видео Reels, инвестиции в искусственный интеллект и развитие метавселенной.",2022-07-03 09:50:15
196,Разработчики ПО обвинили компанию в монополизации сферы и несправедливой комиссии в размере 30% за оплату приложений и покупки внутри них через Play Store. Претендовать на компенсацию могут более 48 тыс. разработчиков.,2022-07-02 21:21:34
197,Производство не будет работать до 31 июля 2022 года. Руководство компании не планирует покидать Россию. Производство в Псковской области (тоже находится на простое) будет расширено.,2022-07-02 14:09:12
198,"Компания Zeronix собирает и перерабатывает отходы во вторичное сырье. В том числе композитные материалы, стройматериалы, упаковку Tetra Pak.",2022-07-02 10:29:09
199,"Давно хотели зарабатывать в «Яндексе», но не могли пройти собеседование? Теперь компанию можно хакнуть и получить за это 1,5 млн руб. Но только если этично.",2022-07-01 14:45:35
200,"Не Кудриным единым: «Яндекс» презентовал нейросеть, говорящую на 10 языках — английском, французском, датском, финском, турецком и других. Она распознает речь человека вне зависимости от темы разговора и переключается между языками автоматически.",2022-07-01 10:37:07
201,"На 100 новых Tesla обнаружено 226 ошибок, связанных с микроэлектроникой. И это еще не самый плохой на рынке результат. Причина — доставшийся нам в наследство от пандемии мировой кризис чипов.",2022-06-30 20:08:49
202,"В мае производство легковых автомобилей в России рухнуло на 96%, а цена подскочила на 25-30%.
Такого не было в РФ с 2001 года.",2022-06-30 16:02:01
203,"Китайская Honor решила прекратить поставки смартфонов в Россию. Компания не делала громких заявлений об уходе, но начала работать над созданием дистрибуторской сети в странах СНГ. Эксперты отмечают, что это логичное решение, снижающее санкционные риски.",2022-06-30 10:58:50
204,Российский производитель компьютерного оборудования Kraftway начнет выпуск микрочипов в партнерстве с китайской YMTC. За два-три года компания планирует выйти на объем производства в 1 млн твердотельных дисков в год.,2022-06-29 18:32:37
205,Часть россиян не может загрузить десктопную версию WhatsApp с официального сайта. Ранее с такой же проблемой столкнулись пользователи операционной системы Windows — обновления для нее не загружались с официального сайта. Проблему решало включение VPN.,2022-06-29 13:16:47
206,"Оказывается, хакеров можно попросить вернуть деньги и они это сделают. Такую тактику испробовала криптоплатформа XCarnival. Хакеру предложили оставить себе половину украденного и пообещали освободить от судебного иска.",2022-06-29 09:48:28
207,"Наша постоянная рубрика: производитель шин Nokian Tyres контролируемо уйдет из России. В Nokian Tyres работает более 1,6 тыс. человек. Около 80% шин для легковых автомобилей финская компания производила в России.",2022-06-28 19:04:27
208,"Сервисы Twitch и Pinterest отказались локализовать данные россиян. За это компаниям назначили штраф на 2 млн руб. В список попала и служба доставки грузов UPS, но ей «повезло» — штраф составит всего 1 млн руб.",2022-06-28 15:21:24
